chrom1,start1,end1,chrom2,start2,end2,pet_count,label
16,83214907,83216407,16,83220099,83222474,8,1
21,27426925,27428425,21,23771838,23775523,0,0
2,95087064,95089889,2,188505132,188506632,0,0
19,23341141,23342933,19,34721153,34723426,0,0
9,116734947,116740765,9,116751043,116758530,17,1
7,131998175,132005475,7,132169155,132175332,3,1
8,27353506,27358267,8,27582357,27589469,3,1
11,20112870,20115939,11,75715932,75717931,0,0
16,17069487,17070987,16,17077975,17082460,3,1
19,46677838,46682402,19,46737087,46740484,4,1
3,195707584,195712933,3,195751438,195755805,3,1
19,1508667,1522762,19,1581118,1584313,3,1
17,78790987,78794128,17,78807662,78812016,10,1
22,41913332,41919588,22,42110995,42117926,3,1
5,64714974,64718215,5,177228208,177233994,0,0
18,13111602,13119902,18,13191260,13200833,4,1
2,199319129,199321947,2,215225753,215230280,0,0
1,151630480,151635673,1,151732166,151736784,3,1
9,128327606,128341997,9,128366364,128373378,15,1
14,68069782,68075591,14,20539269,20540769,0,0
18,1603618,1606939,18,38504196,38505696,0,0
16,82870541,82873982,16,82874417,82875917,3,1
21,36244145,36249221,21,34744368,34746857,0,0
14,35860034,35861534,14,63535823,63537873,0,0
8,59707826,59709875,8,59710751,59712617,3,1
6,13533863,13536284,6,36902558,36904058,0,0
5,74547461,74552940,5,124042918,124045125,0,0
3,151004940,151008557,3,151009589,151011305,3,1
2,164987869,164989369,2,162607675,162609175,0,0
20,2306845,2311980,20,2320140,2323380,3,1
X,127086445,127089647,X,7609840,7611340,0,0
9,138019020,138020520,9,34064850,34066382,0,0
4,155795679,155797179,4,40674507,40676007,0,0
5,7562510,7565111,5,60252526,60254026,0,0
17,68120123,68124936,17,68127558,68129654,4,1
14,37676081,37677581,14,34234297,34236472,0,0
7,147520413,147522395,7,95144006,95145631,0,0
5,86951278,86956112,5,107701290,107704690,0,0
21,41971595,41977481,21,36815422,36820051,0,0
19,10289661,10297683,19,10323605,10328703,5,1
22,26863504,26869420,22,27003886,27010515,3,1
X,20077199,20082364,X,20119600,20125766,3,1
12,65013822,65019447,12,65072372,65075903,4,1
16,925146,927053,16,58455964,58457464,0,0
13,79487450,79488950,13,101791396,101794457,0,0
9,113728341,113730178,9,113744861,113746886,3,1
8,29070718,29076375,8,121176852,121178352,0,0
20,62772374,62777258,20,62777685,62779864,4,1
X,147763321,147769938,X,147773572,147778072,4,1
X,34108947,34111230,X,3104129,3105629,0,0
8,120473505,120475005,8,97775802,97778726,0,0
5,90790433,90793547,5,2386912,2388412,0,0
16,28283760,28286932,16,28287403,28288914,8,1
16,46683828,46685328,16,74049099,74050599,0,0
9,131779348,131780848,9,83148366,83153500,0,0
16,16828276,16829776,16,56957611,56959447,0,0
X,39154319,39159725,X,39170924,39174377,4,1
22,23593542,23595042,22,23598325,23602006,3,1
16,68761038,68763216,16,68770495,68776103,4,1
19,14966483,14969034,19,28493309,28494809,0,0
2,223960703,223974733,2,223981925,223988912,6,1
1,109748355,109753442,1,109776207,109782481,4,1
7,26383677,26386828,7,26387485,26395787,3,1
19,49191750,49193250,19,16540960,16542460,0,0
2,118285475,118289207,2,118391489,118396367,3,1
3,9151456,9154461,3,9156249,9157749,3,1
20,48128000,48129895,20,34878667,34880167,0,0
3,197305240,197306740,3,133616473,133617973,0,0
21,25228261,25231230,21,26880283,26882791,0,0
17,76226715,76232290,17,76232803,76238849,9,1
13,91617781,91621774,13,91780635,91783181,3,1
11,63688689,63692650,11,95675768,95678635,0,0
11,6521089,6524211,11,6530520,6535382,7,1
9,91079162,91080662,9,91081258,91085076,3,1
17,4284893,4290365,17,4302840,4306865,6,1
18,53648787,53654666,18,53656584,53658084,4,1
3,34217767,34223612,3,34257178,34261438,4,1
12,131220251,131223036,12,116198728,116203385,0,0
20,46826067,46829675,20,46834947,46837577,4,1
7,1469759,1471259,7,81606541,81609772,0,0
18,64985433,64989101,18,44731315,44732815,0,0
7,117509841,117516044,7,101224959,101226459,0,0
22,27504446,27507477,22,45650379,45652934,0,0
5,171408593,171412306,5,60189173,60191724,0,0
4,12536093,12540100,4,97535594,97538538,0,0
3,12839041,12843475,3,12856374,12863072,5,1
22,36699026,36702197,22,37910810,37913204,0,0
16,80978053,80983044,16,80985367,80990046,5,1
4,138991434,138995537,4,138999876,139001376,4,1
20,553323,558403,20,613243,616615,3,1
12,122339855,122341355,12,122341712,122345958,4,1
X,100458513,100464601,X,103887363,103890513,0,0
20,24147510,24152118,20,24917288,24920648,3,1
19,39795747,39798463,19,39801783,39805160,4,1
14,63127591,63129835,14,63158441,63165015,5,1
14,49367568,49370942,14,78148255,78150611,0,0
21,30132075,30134722,21,31496381,31499316,0,0
19,40366395,40368141,19,38613130,38614630,0,0
8,27758562,27763063,8,27769258,27773220,5,1
22,18973259,18974800,22,27691170,27701150,0,0
19,6992672,6996436,19,45694966,45696466,0,0
18,77206871,77208371,18,23117332,23120635,0,0
3,132171210,132174067,3,132179675,132181496,3,1
11,111961294,111967664,11,112040736,112044723,4,1
19,51117774,51121695,19,41948679,41950179,0,0
13,73337836,73345153,13,73345845,73348288,4,1
7,118586385,118587885,7,118588225,118592111,4,1
3,153702965,153705776,3,153718080,153721152,3,1
22,27475307,27476807,22,43317745,43322391,0,0
6,41462588,41467410,6,41539675,41542058,3,1
21,42993886,42996923,21,19602211,19603711,0,0
16,31204347,31205871,16,31224132,31225632,3,1
18,27822701,27826527,18,53788868,53790368,0,0
3,167309899,167313878,3,143647805,143649613,0,0
20,3114341,3120643,20,3139664,3142734,3,1
22,32004071,32007276,22,18951423,18952923,0,0
1,169411916,169413416,1,219922130,219925289,0,0
18,2982469,2987121,18,3011145,3012645,3,1
9,97760677,97765158,9,97791628,97796213,4,1
7,27152536,27160331,7,27178276,27181069,4,1
13,95580265,95581765,13,107053876,107055376,0,0
5,159147721,159150053,5,73928595,73930095,0,0
18,7121632,7123929,18,38483965,38492996,0,0
12,6074227,6085349,12,6135170,6138950,5,1
9,36781164,36782962,9,36826802,36833261,4,1
8,72277606,72280565,8,72286863,72290352,4,1
16,600735,603162,16,705686,714523,3,1
2,102751248,102756187,2,212846152,212850548,0,0
20,56970028,56980156,20,57004417,57010526,8,1
6,165253689,165255189,6,111834606,111837092,0,0
2,237523180,237527792,2,237564353,237567339,3,1
17,4263851,4271025,17,54324465,54326485,0,0
19,13776845,13780219,19,7255108,7256608,0,0
13,80600644,80602144,13,74374943,74376443,0,0
5,16299955,16303080,5,21142985,21144485,0,0
3,178047322,178048822,3,156243733,156247782,0,0
X,25426132,25430140,X,87789957,87793729,0,0
3,140450439,140460286,3,140470313,140472532,4,1
20,49606908,49614090,20,49802592,49806102,7,1
22,30467870,30470915,22,30484450,30486052,4,1
20,11780675,11789799,20,63053836,63059941,0,0
22,26112537,26119141,22,26120306,26124079,4,1
4,165876238,165880648,4,34575843,34577343,0,0
14,91172585,91174132,14,91198294,91199794,5,1
22,24133021,24141706,22,24171919,24176528,6,1
16,68612095,68614922,16,68618226,68622585,6,1
2,16757696,16761051,2,16771138,16776529,4,1
16,89576493,89580163,16,89584594,89590670,5,1
4,158618883,158623425,4,159495047,159503436,3,1
21,41480570,41483680,21,41488320,41490313,3,1
11,99666808,99668932,11,61695760,61697667,0,0
1,176555956,176566299,1,176879717,176881989,8,1
2,197413635,197415557,2,197415832,197417332,5,1
20,6655882,6661153,20,24402520,24408243,0,0
14,21052021,21056355,14,21102949,21105632,3,1
4,149255303,149259341,4,149263348,149266294,4,1
8,129573554,129575688,8,129591917,129595781,7,1
19,15919098,15930617,19,16059441,16063858,3,1
11,66494440,66498306,11,66502673,66510138,24,1
6,163384006,163386314,6,148994783,148996283,0,0
17,58883327,58886296,17,70916775,70921097,0,0
9,74922654,74927148,9,30183977,30185477,0,0
22,22424598,22427844,22,26256565,26260340,0,0
14,78210195,78212761,14,78218817,78224607,5,1
20,52645872,52651647,20,52655036,52658497,3,1
18,2972595,2974095,18,4562534,4565022,0,0
13,44736798,44740576,13,44746527,44749984,4,1
4,188531875,188533375,4,128512227,128516567,0,0
1,17901419,17911141,1,18212455,18217912,3,1
19,7875718,7880047,19,7927022,7931392,3,1
18,56754062,56757831,18,57522614,57527817,3,1
12,62305209,62306709,12,55388602,55390102,0,0
18,54523438,54524938,18,257617,259117,0,0
4,172938122,172942009,4,172948309,172949816,3,1
12,7040685,7046442,12,7100081,7104232,5,1
8,133928141,133930601,8,95666501,95668747,0,0
16,50140026,50141526,16,14533102,14534602,0,0
13,104760663,104765579,13,104768460,104770710,4,1
21,39704119,39707887,21,39714991,39724390,4,1
11,114817509,114819409,11,76892493,76895568,0,0
X,71141756,71147434,X,71163451,71166186,3,1
5,112282684,112291249,5,112355849,112359162,5,1
13,34599227,34600727,13,65464329,65465829,0,0
17,72682767,72684267,17,40877196,40880103,0,0
12,96296348,96297848,12,39068979,39071886,0,0
9,82272857,82274620,9,137008284,137010726,0,0
18,34382501,34385885,18,34391500,34397771,7,1
22,50076573,50081374,22,50120694,50125584,5,1
7,148500318,148501818,7,85175395,85177672,0,0
X,9779012,9780512,X,8215779,8218844,0,0
21,23519171,23520671,21,23522045,23527556,5,1
5,95226755,95231934,5,147729601,147733564,0,0
2,105171462,105172962,2,235891896,235893396,0,0
7,26633887,26638037,7,26915179,26919580,3,1
9,78049836,78055354,9,78066115,78068878,3,1
1,202182260,202189422,1,202235780,202240690,4,1
5,56760979,56762479,5,146339211,146340985,0,0
12,71622650,71628251,12,71661608,71664550,4,1
19,35489877,35491377,19,29453063,29456323,0,0
13,48176136,48181090,13,48189451,48194592,7,1
12,42015432,42018324,12,89956557,89958633,0,0
Y,11308346,11314446,Y,11316110,11317610,15,1
18,23246709,23255001,18,23297631,23300531,3,1
5,150053560,150059628,5,150102720,150105437,3,1
5,53151145,53152645,5,118041432,118042932,0,0
21,24054458,24057981,21,24060679,24063769,3,1
14,52473056,52475644,14,21307497,21310125,0,0
7,104442301,104446704,7,68307664,68310619,0,0
19,2840801,2842301,19,37224650,37227316,0,0
1,167065816,167069102,1,167407076,167412109,3,1
11,117174834,117177234,11,34782862,34784617,0,0
13,80093392,80096884,13,91770530,91772030,0,0
13,58929849,58931349,13,110061929,110064988,0,0
8,102584067,102587433,8,102606174,102610575,3,1
20,232476,235457,20,275142,279997,3,1
2,170359487,170364069,2,170364736,170368099,9,1
22,19392077,19396564,22,19421647,19423965,3,1
16,8854046,8857565,16,8859274,8861472,6,1
17,33008927,33013436,17,33047467,33050985,3,1
3,165273624,165276361,3,165305282,165310651,4,1
2,98579696,98581196,2,98581605,98586337,4,1
21,39023350,39028237,21,39031809,39035132,5,1
22,44203986,44205486,22,10713029,10715912,0,0
5,66890594,66892094,5,10123536,10125036,0,0
X,9746741,9748241,X,107253381,107259210,0,0
21,37710549,37716669,21,38351794,38357670,3,1
3,101869289,101870789,3,60478493,60479993,0,0
20,49383019,49385998,20,49397252,49399759,6,1
17,3718631,3721002,17,34738348,34739848,0,0
4,16685268,16686768,4,37749779,37754012,0,0
5,101296041,101297541,5,152301666,152304536,0,0
21,39096657,39102667,21,39150949,39156516,3,1
17,4247609,4251758,17,4336403,4339511,3,1
11,45102616,45113200,11,45148092,45152300,12,1
19,16575575,16577075,19,16577987,16580249,5,1
16,12860598,12862098,16,83357223,83361941,0,0
20,47517062,47518562,20,36232469,36237681,0,0
20,22288546,22290324,20,22301006,22306282,3,1
18,26928300,26929800,18,27590606,27594709,3,1
18,23290303,23295228,18,34492556,34494056,0,0
6,160549130,160553344,6,163971195,163972751,0,0
16,50368861,50375655,16,50418458,50421724,4,1
6,15565703,15567203,6,53178692,53181086,0,0
18,37985361,37987607,18,73717377,73719687,0,0
20,48830252,48832772,20,48842737,48846734,5,1
7,3093607,3095107,7,9564134,9566615,0,0
12,117018392,117019892,12,44402410,44403910,0,0
19,43445856,43449850,19,43462348,43468004,6,1
5,10762056,10766911,5,10910602,10912761,3,1
7,5854712,5858819,7,98010902,98014456,4,1
2,190810293,190816404,2,106781297,106782797,0,0
4,11828228,11829749,4,1481190,1482690,0,0
5,176849244,176851050,5,82650023,82651523,0,0
5,37548297,37551358,5,67082293,67087261,0,0
17,20945988,20952267,17,21010587,21015800,3,1
X,11983685,11989867,X,11997531,11999993,4,1
6,131931508,131934610,6,131935231,131939520,4,1
3,3257384,3260890,3,3298253,3301897,4,1
3,161844646,161847808,3,98830699,98834503,0,0
19,19990205,19993437,19,6328293,6332594,0,0
13,78705714,78707966,13,78709725,78711225,3,1
1,181470492,181472873,1,181928461,181932326,4,1
16,84922726,84926960,16,85000909,85006685,5,1
12,98663432,98666554,12,98948643,98956414,3,1
22,44954270,44958071,22,44960090,44964066,3,1
X,5992097,5994977,X,17059847,17061347,0,0
3,139279132,139284200,3,139313866,139316734,3,1
9,121502805,121508300,9,121509645,121514008,9,1
14,95664711,95669067,14,95682979,95686616,6,1
9,111102222,111104277,9,111119487,111124419,3,1
4,9840285,9841785,4,9846627,9849961,3,1
16,84889802,84891911,16,81095202,81096702,0,0
6,128716253,128717753,6,44478678,44482102,0,0
16,67040025,67044870,16,67057812,67060667,6,1
17,73654497,73659086,17,74177720,74183530,3,1
5,177366816,177371961,5,177387501,177395223,12,1
4,159640401,159644035,4,159678890,159689135,4,1
20,36124785,36128254,20,36137541,36139834,3,1
21,37954076,37956454,21,16762855,16764355,0,0
18,25093978,25095478,18,24516887,24518387,0,0
2,233776600,233781118,2,233807138,233809897,4,1
8,123622683,123626953,8,123637792,123643534,3,1
12,57674388,57675888,12,57676423,57680616,4,1
2,18082111,18085142,2,18166945,18169882,3,1
17,74256425,74261927,17,74262712,74264242,3,1
9,121286781,121297668,9,121305112,121306612,12,1
8,142894118,142895998,8,142908710,142913124,5,1
12,14316608,14321207,12,92448123,92450944,0,0
12,110998379,111002517,12,111022544,111027810,4,1
17,3022196,3023696,17,12329062,12333710,0,0
20,42726120,42727620,20,36421596,36423743,0,0
20,60531876,60536958,20,11854084,11856142,0,0
7,142554097,142559504,7,45087666,45093300,0,0
X,135636217,135641687,X,135691191,135695251,3,1
18,63040981,63045339,18,64052242,64054052,0,0
14,101469204,101472335,14,101479830,101486270,3,1
2,68857823,68863502,2,68873132,68874896,3,1
7,154980084,154981584,7,154985231,154989859,4,1
X,111353259,111355705,X,143986709,143988209,0,0
4,45467617,45469117,4,47702361,47706367,0,0
16,5530630,5535785,16,5584987,5590334,3,1
9,111814630,111818539,9,111879319,111884877,3,1
2,222016133,222018307,2,115570818,115576291,0,0
14,67195769,67198822,14,67218248,67219748,3,1
19,15817698,15823686,19,15867299,15872439,5,1
18,39891801,39894818,18,46534216,46539000,0,0
17,17502478,17508135,17,17655386,17665583,3,1
7,137698072,137699794,7,132557087,132561741,0,0
1,214895330,214899110,1,154963228,154971249,0,0
21,45043335,45047068,21,45050290,45054009,5,1
2,63678950,63682713,2,63683644,63685144,3,1
17,78132689,78144157,17,78155946,78158828,10,1
20,40487285,40492384,20,40493968,40496330,5,1
11,72477468,72486813,11,128412675,128414175,0,0
8,57751101,57752961,8,19281989,19284553,0,0
14,23326383,23329140,14,23347489,23349042,5,1
11,122002388,122004511,11,38796775,38800550,0,0
2,74485166,74492084,2,74528416,74533220,6,1
1,176767595,176769095,1,244859545,244861754,0,0
11,87850018,87853032,11,87854620,87856997,3,1
1,44111100,44112600,1,44215392,44219704,3,1
12,26756212,26758600,12,26760117,26766771,4,1
5,15237607,15240569,5,15256228,15262789,5,1
16,54956456,54960388,16,54964783,54966715,3,1
16,71861212,71864779,16,69662482,69664627,0,0
8,21748830,21752310,8,21769325,21780659,5,1
16,67478250,67486057,16,67520079,67521750,4,1
19,4374536,4377347,19,4408980,4415344,3,1
21,35962515,35968594,21,35977392,35980127,4,1
9,4191320,4194343,9,4204490,4209112,4,1
14,79760679,79763323,14,57697470,57700737,0,0
6,39796914,39806755,6,39869318,39874070,3,1
21,27269396,27273133,21,44399621,44406842,0,0
X,73261385,73265786,X,73270112,73275881,8,1
5,176595769,176599849,5,176602851,176604351,3,1
17,73664327,73670728,17,73672867,73676466,5,1
5,119434225,119436639,5,108005686,108007186,0,0
12,6616634,6619856,12,6932164,6936080,3,1
16,77119096,77120596,16,16125437,16128742,0,0
19,53503845,53505345,19,41283143,41286201,0,0
2,178582978,178590051,2,178619479,178622993,3,1
5,92391366,92392866,5,41399597,41401449,0,0
12,109278640,109281671,12,42504472,42507945,0,0
9,38030809,38034284,9,38070604,38076438,4,1
4,169844748,169850351,4,169879848,169887458,3,1
7,67370926,67374146,7,67377446,67380610,10,1
20,47261203,47264875,20,47269346,47274415,7,1
12,90256778,90261245,12,6880624,6886324,0,0
19,47504939,47510458,19,47528590,47533716,5,1
4,180269849,180271349,4,180282690,180285335,3,1
21,29060835,29063717,21,15769434,15773612,0,0
17,49111717,49114887,17,49287827,49294199,3,1
16,58473033,58475289,16,64677393,64678893,0,0
19,41149456,41153153,19,41493092,41500585,3,1
18,61112601,61117075,18,61491729,61500038,3,1
13,59227570,59232705,13,59381706,59385468,3,1
3,169745744,169747244,3,14140670,14142986,0,0
11,79023395,79027566,11,116560469,116562461,0,0
18,12880306,12883478,18,66804726,66806226,0,0
4,1995033,1997676,4,22818118,22822064,0,0
17,82632879,82635646,17,42360929,42363300,0,0
18,11707646,11712484,18,11738256,11748735,8,1
11,74700938,74705163,11,75020502,75024237,4,1
1,161960547,161964537,1,161975161,161978930,4,1
5,122214290,122217751,5,180604275,180607331,0,0
2,211483114,211486163,2,136557086,136558639,0,0
6,79453374,79456628,6,6775269,6777630,0,0
5,105862480,105864287,5,152163835,152167720,0,0
16,87296418,87299576,16,87301646,87305127,6,1
8,94380366,94383234,8,18737729,18739265,0,0
17,78616141,78617841,17,78676577,78683996,3,1
21,24060679,24063769,21,24066584,24070380,5,1
20,44269927,44274977,20,44282818,44284911,5,1
17,40384692,40387598,17,40476606,40478798,3,1
20,59933654,59937066,20,46698027,46702994,0,0
12,56836966,56840918,12,56955974,56960456,3,1
17,49518958,49520458,17,49529858,49533072,3,1
18,46668524,46670024,18,71286634,71288134,0,0
7,16437455,16441696,7,16467429,16470596,3,1
13,75108093,75109593,13,100248881,100250381,0,0
4,7333254,7338020,4,7360688,7363966,5,1
6,106221053,106224853,6,106233310,106236135,3,1
1,22766731,22769633,1,22772298,22776209,5,1
Y,11291060,11296813,Y,10920142,10921642,0,0
16,31207094,31208594,16,80669576,80671076,0,0
22,29970951,29972451,22,21062097,21064254,0,0
20,58296911,58298411,20,8374243,8376397,0,0
18,50027824,50031410,18,50035065,50040646,6,1
14,30004657,30007817,14,30013214,30014714,4,1
6,2696608,2702138,6,2743016,2745154,4,1
7,35472825,35474325,7,12722195,12723695,0,0
22,29045411,29048364,22,29049925,29054261,3,1
20,4106452,4111374,20,4188580,4191046,3,1
19,14972473,14973973,19,12618512,12621941,0,0
4,119920127,119921627,4,181764257,181768307,0,0
11,46710340,46712240,11,46723252,46724752,3,1
12,46404203,46406374,12,126122246,126123746,0,0
14,90384237,90386828,14,90398960,90400476,11,1
14,55585557,55587357,14,63229913,63231413,0,0
17,1933817,1937557,17,2011100,2016683,3,1
